F-30; Viken;	1241165; 0;59.9; 10.8
F-03; Oslo;	693494; 100; 59.9; 10.8
F-34; Innlandet;	371385; 0; 60.7945; 11.0680
F-38; Vestfold og Telemark;	419396; 0; 59.1882; 9.6128
F-42; Agder;	307231; 0; 58.1599;  8.0182
F-11; Rogaland;	479892; 0; 58.9700; 5.7331
F-46; Vestland;	636531; 0; 60.3913; 5.3221
F-15; Møre og Romsdal; 265238; 0;62.7372; 7.1607
F-50; Trøndelag;	468702; 0; 63.4305; 10.3951
F-18; Nordland;	241235; 0; 67.2804; 14.4049
F-54; Troms og Finnmark;	243311; 0; 69.6492; 18.9553
